"A"	"B"
"s.6533"	0	1
"s.6534"	0	1
"s.6536"	0	1
"s.6537"	0	1
"s.6538"	0	1
"s.6541"	0	1
"s.6542"	0	1
"s.6544"	0	1
"s.6545"	0	1
"s.6546"	0	1
"s.6547"	0	1
"s.6549"	0	1
"s.6550"	0	1
"s.6552"	0	1
"s.6553"	0	1
"s.6555"	0	1
"s.6557"	0	1
"s.6559"	0	1
"s.6560"	0	1
"s.6561"	0	1
"s.6562"	0	1
"s.6563"	0	1
"s.6565"	0	1
"s.6566"	0	1
"s.6567"	0	1
"s.6568"	0	1
"s.6569"	0	1
"s.6571"	0	1
"s.6572"	0	1
"s.6573"	0	1
"s.6574"	0	1
"s.6575"	0	1
"s.6578"	0	1
"s.6579"	0	1
"s.6580"	0	1
"s.6581"	0	1
"s.6582"	0	1
"s.6583"	0	1
"s.6584"	0	1
"s.6586"	0	1
"s.6588"	0	1
"s.6589"	0	1
"s.6590"	0	1
"s.6591"	0	1
"s.6592"	0	1
"s.6594"	0	1
"s.6595"	0	1
"s.6596"	0	1
"s.6598"	0	1
"s.6599"	0	1
